scenario_id,sample_idx,seed_idx,seed,tte_h,min_headroom_margin,status
S3_gaming,496,5,1011960005,3.475,0.8890406941001432,soc_min
S3_gaming,496,6,1011960006,3.4722222222222223,0.8895271351915681,soc_min
S3_gaming,496,7,1011960007,3.475,0.8886854308761499,soc_min
S3_gaming,497,0,1011970000,3.0527777777777776,0.9014931245321771,soc_min
S3_gaming,497,1,1011970001,3.0527777777777776,0.9033911734843901,soc_min
S3_gaming,497,2,1011970002,3.047222222222222,0.903820191206456,soc_min
S3_gaming,497,3,1011970003,3.0444444444444443,0.9017643052507776,soc_min
S3_gaming,497,4,1011970004,3.05,0.9016175388357649,soc_min
S3_gaming,497,5,1011970005,3.047222222222222,0.9016926715647237,soc_min
S3_gaming,497,6,1011970006,3.0444444444444443,0.9012582637729196,soc_min
S3_gaming,497,7,1011970007,3.047222222222222,0.901619794357179,soc_min
S3_gaming,498,0,1011980000,2.1219977938966204,0.8871549321179674,cutoff
S3_gaming,498,1,1011980001,2.122303509843882,0.8890842126427514,cutoff
S3_gaming,498,2,1011980002,2.128554085432744,0.889808365347395,cutoff
S3_gaming,498,3,1011980003,2.126191682188866,0.8891340294648337,cutoff
S3_gaming,498,4,1011980004,2.1240508547655392,0.889464570186826,cutoff
S3_gaming,498,5,1011980005,2.1269358674256678,0.8807073702924575,cutoff
S3_gaming,498,6,1011980006,2.124078234360883,0.8888131398108028,cutoff
S3_gaming,498,7,1011980007,2.122315187617578,0.8860441267203721,cutoff
S3_gaming,499,0,1011990000,2.9479286349791662,0.8653967289187519,cutoff
S3_gaming,499,1,1011990001,2.9491964993961757,0.8735671333169348,cutoff
S3_gaming,499,2,1011990002,2.9483811546961487,0.8667021220516719,cutoff
S3_gaming,499,3,1011990003,2.949229943480393,0.8735399365599588,cutoff
S3_gaming,499,4,1011990004,2.9478683984502663,0.8703927087313019,cutoff
S3_gaming,499,5,1011990005,2.9502357019946306,0.8732796636628393,cutoff
S3_gaming,499,6,1011990006,2.941666666666667,0.8618676248467585,cutoff
S3_gaming,499,7,1011990007,2.9484052604088586,0.8719434115000922,cutoff
S3_gaming,500,0,1012000000,2.963888888888889,0.9088830429780254,soc_min
S3_gaming,500,1,1012000001,2.963888888888889,0.9089084892894908,soc_min
S3_gaming,500,2,1012000002,2.963888888888889,0.9082252112161202,soc_min
S3_gaming,500,3,1012000003,2.966666666666667,0.9080340527267932,soc_min
S3_gaming,500,4,1012000004,2.963888888888889,0.9086265047588375,soc_min
S3_gaming,500,5,1012000005,2.9611111111111112,0.9084819732972057,soc_min
S3_gaming,500,6,1012000006,2.9611111111111112,0.9100500206266103,soc_min
S3_gaming,500,7,1012000007,2.963888888888889,0.9083814065759734,soc_min
S3_gaming,501,0,1012010000,3.627061589428245,0.8953750861232898,cutoff
S3_gaming,501,1,1012010001,3.627571073992777,0.8892869553498405,cutoff
S3_gaming,501,2,1012010002,3.6137846836440923,0.8949645770173684,cutoff
S3_gaming,501,3,1012010003,3.614435798444781,0.8924505574193742,cutoff
S3_gaming,501,4,1012010004,3.6325883076461927,0.8953002410148403,cutoff
S3_gaming,501,5,1012010005,3.6242677869020072,0.8946887996866638,cutoff
S3_gaming,501,6,1012010006,3.6315702932758076,0.8927553824827619,cutoff
S3_gaming,501,7,1012010007,3.6249284908031285,0.8914598419715878,cutoff
S3_gaming,502,0,1012020000,2.1194297241255238,0.8474380724466314,cutoff
S3_gaming,502,1,1012020001,2.119304916909172,0.8374557302141905,cutoff
S3_gaming,502,2,1012020002,2.1148802248760004,0.8263996427354169,cutoff
S3_gaming,502,3,1012020003,2.1201727442594556,0.8468689909550418,cutoff
S3_gaming,502,4,1012020004,2.123013665414458,0.8469315731260969,cutoff
S3_gaming,502,5,1012020005,2.1201547733241317,0.8467916691025437,cutoff
S3_gaming,502,6,1012020006,2.1183292218081085,0.8407659204606344,cutoff
S3_gaming,502,7,1012020007,2.1258001953773236,0.8467375004888024,cutoff
S3_gaming,503,0,1012030000,2.2777777777777777,0.9178805458860559,soc_min
S3_gaming,503,1,1012030001,2.272222222222222,0.9187533357241208,soc_min
S3_gaming,503,2,1012030002,2.275,0.918423027967465,soc_min
S3_gaming,503,3,1012030003,2.2777777777777777,0.9213771525993959,soc_min
