scenario_id,scenario_title_zh,seed,tte_h,tte_mean_h,delta_tte_pct,status,min_headroom_margin
S3_gaming,游戏（高 CPU/GPU 负载）,7010019,3.8405497273785136,3.8456425279402824,-0.13243042026832494,cutoff,0.8981000055802587
S3_gaming,游戏（高 CPU/GPU 负载）,7010020,3.8429624846695414,3.8456425279402824,-0.06969038987033543,cutoff,0.9041602765084517
S3_gaming,游戏（高 CPU/GPU 负载）,7010021,3.8478534896971848,3.8456425279402824,0.05749264890948071,cutoff,0.9092239638426175
S3_gaming,游戏（高 CPU/GPU 负载）,7010022,3.8497374572770626,3.8456425279402824,0.10648231880703365,cutoff,0.9008100714806847
S3_gaming,游戏（高 CPU/GPU 负载）,7010023,3.8503273865292647,3.8456425279402824,0.12182251873242794,cutoff,0.9000817533956693
S3_gaming,游戏（高 CPU/GPU 负载）,7010024,3.8465553259731435,3.8456425279402824,0.023735904370447123,cutoff,0.90934067559758
S3_gaming,游戏（高 CPU/GPU 负载）,7010025,3.849695953891705,3.8456425279402824,0.10540308731174361,cutoff,0.908596914044945
S3_gaming,游戏（高 CPU/GPU 负载）,7010026,3.8409952656290414,3.8456425279402824,-0.12084488554192481,cutoff,0.9088614568451273
S3_gaming,游戏（高 CPU/GPU 负载）,7010027,3.8491084575802264,3.8456425279402824,0.09012615225576646,cutoff,0.9002838790182752
S3_gaming,游戏（高 CPU/GPU 负载）,7010028,3.847891641733285,3.8456425279402824,0.05848473373855531,cutoff,0.9026881475152071
S3_gaming,游戏（高 CPU/GPU 负载）,7010029,3.841834090447763,3.8456425279402824,-0.09903254046233848,cutoff,0.909201573262812
S3_gaming,游戏（高 CPU/GPU 负载）,7010030,3.8472555606609524,3.8456425279402824,0.04194442694427905,cutoff,0.9026058625014766
S3_gaming,游戏（高 CPU/GPU 负载）,7010031,3.8433663564838345,3.8456425279402824,-0.05918832652568426,cutoff,0.9088479879421228
S3_gaming,游戏（高 CPU/GPU 负载）,7010032,3.8358106499015783,3.8456425279402824,-0.2556628175206405,cutoff,0.89830144757934
S3_gaming,游戏（高 CPU/GPU 负载）,7010033,3.8484887998114425,3.8456425279402824,0.07401290812863494,cutoff,0.9086705265682934
S3_gaming,游戏（高 CPU/GPU 负载）,7010034,3.8449923210703245,3.8456425279402824,-0.016907626365004844,cutoff,0.908752433795436
S3_gaming,游戏（高 CPU/GPU 负载）,7010035,3.8502483458808543,3.8456425279402824,0.1197671886325528,cutoff,0.9086428788758142
S3_gaming,游戏（高 CPU/GPU 负载）,7010036,3.8402375038799716,3.8456425279402824,-0.14054931057790376,cutoff,0.8980289163974152
