sample_idx,scenario_id,scenario_title_zh,soc0,tte_h,status,soc_end,temp_peak_C
68,S2_navigation,导航（GPS + 地图数据）,1.0,7.822222222222222,cutoff,0.0633171396157102,27.764399457127265
69,S2_navigation,导航（GPS + 地图数据）,1.0,7.182945287489499,cutoff,0.0746077728769899,28.09601656874981
70,S2_navigation,导航（GPS + 地图数据）,1.0,6.355555555555555,cutoff,0.055168518625524,28.378737672183043
71,S2_navigation,导航（GPS + 地图数据）,1.0,6.116472387854164,cutoff,0.0489797136638356,28.617569685448544
72,S2_navigation,导航（GPS + 地图数据）,1.0,8.21111111111111,soc_min,0.0998171425164744,27.22406724869871
73,S2_navigation,导航（GPS + 地图数据）,1.0,7.49672171901708,cutoff,0.0729690696001858,27.455588204478232
74,S2_navigation,导航（GPS + 地图数据）,1.0,5.986111111111111,soc_min,0.0996283532381639,28.620223067020596
75,S2_navigation,导航（GPS + 地图数据）,1.0,5.791666666666667,soc_min,0.0995895860287964,28.56374120355673
76,S2_navigation,导航（GPS + 地图数据）,1.0,6.528198852669602,cutoff,0.0678467359715391,28.09294722546383
77,S2_navigation,导航（GPS + 地图数据）,1.0,6.166003238366638,cutoff,0.0733243210124822,28.40029006403494
78,S2_navigation,导航（GPS + 地图数据）,1.0,8.825,soc_min,0.0498713669718874,27.146653490011044
79,S2_navigation,导航（GPS + 地图数据）,1.0,5.5055555555555555,soc_min,0.0995956048443592,28.97835562669343
0,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.197222222222222,cutoff,0.0542767181899405,30.9930661940786
1,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.7975635566583614,cutoff,0.0789835839843359,31.247179100592827
2,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.684470168776746,cutoff,0.059145536729663,32.121210157888136
3,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.510282165453881,cutoff,0.0645604363915501,37.20029853914755
4,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.67066824695027,cutoff,0.0815952348078698,36.30012086606698
5,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.520718068194767,cutoff,0.0764368950508219,32.57389063573022
6,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.93979073497529,cutoff,0.0583519845016698,31.56610320328038
7,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.783333333333333,soc_min,0.0991470373653289,33.97091083536255
8,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.4980598259623448,cutoff,0.0645290772300596,32.25390606725607
9,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.288888888888889,soc_min,0.0997341387596743,30.64771522058308
10,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.941666666666667,soc_min,0.0998932381638093,31.34704891883339
11,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.9472222222222224,cutoff,0.0653076690925608,33.72700548981077
12,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.746436349945675,cutoff,0.0667689783561603,35.76434851410721
13,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.49231832960355,cutoff,0.0536561281885167,32.426719342177854
14,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.118044621098986,cutoff,0.0788970258674097,31.184032434402873
15,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.019444444444445,soc_min,0.099779433609129,30.815891549697547
16,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,5.098975285367738,cutoff,0.0640674951727056,30.480155186254347
17,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.8472222222222223,soc_min,0.0996979911753569,31.25813033409188
18,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.124048414943687,cutoff,0.0719740028876702,31.19704054334353
19,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.3375602228725665,cutoff,0.0823934982283289,32.56391328328113
20,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.5388888888888888,soc_min,0.0993022566843151,32.517208650538734
21,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.570618557012311,cutoff,0.0871782558325486,35.350615464131415
22,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,4.47975152141462,cutoff,0.0771501858975343,31.17680149287528
23,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,2.5942020525769203,cutoff,0.0752978519869867,35.28777378572657
24,S3_gaming,游戏（高 CPU/GPU 负载）,1.0,3.518976943377303,cutoff,0.0658368589465974,32.1662670962292
