sample_idx,scenario_id,scenario_title_zh,soc0,tte_h,status,soc_end,temp_peak_C
68,S1_video,视频播放/视频流,1.0,11.129145151948697,cutoff,0.061760906176789,26.240656470129615
69,S1_video,视频播放/视频流,1.0,9.791371357639798,cutoff,0.0706951405472718,26.5834450791349
70,S1_video,视频播放/视频流,1.0,8.926762810656518,cutoff,0.0511066694889262,26.66533288573141
71,S1_video,视频播放/视频流,1.0,8.242752905434543,cutoff,0.0444467266833328,27.060229035316436
72,S1_video,视频播放/视频流,1.0,10.893055555555556,soc_min,0.0999472431126837,26.042334299020617
73,S1_video,视频播放/视频流,1.0,10.46456748580262,cutoff,0.0690079054427924,26.114040361764673
74,S1_video,视频播放/视频流,1.0,7.891666666666667,soc_min,0.0998944311465853,27.107900729566733
75,S1_video,视频播放/视频流,1.0,8.463888888888889,soc_min,0.0998843283568437,26.63908679766365
76,S1_video,视频播放/视频流,1.0,8.15912444709188,cutoff,0.0674167959843105,26.89451499383572
77,S1_video,视频播放/视频流,1.0,8.014753551024759,cutoff,0.0695502850363966,27.042869067189933
78,S1_video,视频播放/视频流,1.0,11.231944444444444,soc_min,0.0499638747576591,26.116980715281137
79,S1_video,视频播放/视频流,1.0,7.855555555555555,soc_min,0.0998381627153802,27.059078087352265
0,S1b_browse,浏览/社交媒体,1.0,11.708333333333334,cutoff,0.0456560794115263,25.903690241947825
1,S1b_browse,浏览/社交媒体,1.0,9.994444444444444,cutoff,0.0710558809508274,26.216189298488747
2,S1b_browse,浏览/社交媒体,1.0,9.991666666666667,cutoff,0.0491991399645682,26.465633191385887
3,S1b_browse,浏览/社交媒体,1.0,9.426388888888887,cutoff,0.0504394065484221,26.956780239389612
4,S1b_browse,浏览/社交媒体,1.0,10.475,cutoff,0.0657315623402501,26.51142760991918
5,S1b_browse,浏览/社交媒体,1.0,10.10138888888889,cutoff,0.0655332994978906,26.44131461653456
6,S1b_browse,浏览/社交媒体,1.0,10.6,cutoff,0.0506946470861422,26.266149445622197
7,S1b_browse,浏览/社交媒体,1.0,9.47638888888889,soc_min,0.0999326363984176,26.272936569726443
8,S1b_browse,浏览/社交媒体,1.0,10.560846866878702,cutoff,0.0546802308897416,26.14814399646541
9,S1b_browse,浏览/社交媒体,1.0,10.48611111111111,soc_min,0.0999176700392031,26.18297660227196
10,S1b_browse,浏览/社交媒体,1.0,10.57638888888889,soc_min,0.0999609079276479,26.171404501075624
11,S1b_browse,浏览/社交媒体,1.0,9.775,cutoff,0.0549586044431129,26.3059436875121
12,S1b_browse,浏览/社交媒体,1.0,10.426388888888887,cutoff,0.050984106482067,26.50808461944169
13,S1b_browse,浏览/社交媒体,1.0,10.841666666666669,cutoff,0.0443975294533857,26.10512726403182
14,S1b_browse,浏览/社交媒体,1.0,11.743055555555555,cutoff,0.0717361118852115,25.935060827203188
15,S1b_browse,浏览/社交媒体,1.0,11.343055555555557,soc_min,0.0999733216008713,25.839274564040647
16,S1b_browse,浏览/社交媒体,1.0,14.327777777777778,cutoff,0.0574309511936102,25.727973358515328
17,S1b_browse,浏览/社交媒体,1.0,11.15972222222222,soc_min,0.0999012102840408,25.909989033353316
18,S1b_browse,浏览/社交媒体,1.0,13.109086901356587,cutoff,0.0621710075796826,25.644468405725085
19,S1b_browse,浏览/社交媒体,1.0,11.025,cutoff,0.0712256641533196,26.01179165741539
20,S1b_browse,浏览/社交媒体,1.0,11.195833333333333,soc_min,0.0999231485070285,26.045637156223176
21,S1b_browse,浏览/社交媒体,1.0,8.440496618013597,cutoff,0.0747028310751298,26.86463057873012
22,S1b_browse,浏览/社交媒体,1.0,13.365277777777775,cutoff,0.0698218959434373,25.826871890706222
23,S1b_browse,浏览/社交媒体,1.0,8.6426951547663,cutoff,0.0645057430246832,26.800842850158617
24,S1b_browse,浏览/社交媒体,1.0,10.8,cutoff,0.0549701334573532,26.119964183637347
25,S1b_browse,浏览/社交媒体,1.0,9.53472222222222,cutoff,0.0655242685550081,26.805357958313337
26,S1b_browse,浏览/社交媒体,1.0,10.7375,cutoff,0.0623222916357105,26.59826639542208
27,S1b_browse,浏览/社交媒体,1.0,12.641666666666667,cutoff,0.0453307715242651,25.865610128057064
28,S1b_browse,浏览/社交媒体,1.0,13.811375316718236,cutoff,0.0576185396055745,25.57008370330558
29,S1b_browse,浏览/社交媒体,1.0,12.558333333333334,cutoff,0.0591617874434444,25.86573079896711
30,S1b_browse,浏览/社交媒体,1.0,13.475,cutoff,0.0398152785786057,25.77071988853358
31,S1b_browse,浏览/社交媒体,1.0,10.227644590400802,cutoff,0.0447353575577609,26.236729734383296
32,S1b_browse,浏览/社交媒体,1.0,10.941666666666666,cutoff,0.0598097797449087,26.401010216803364
33,S1b_browse,浏览/社交媒体,1.0,13.23246917197662,cutoff,0.0581167998752775,25.813867911121932
34,S1b_browse,浏览/社交媒体,1.0,10.276388888888889,cutoff,0.0622036558943363,26.54413702429649
35,S1b_browse,浏览/社交媒体,1.0,12.301388888888887,cutoff,0.0540401971086272,26.16038222778225
36,S1b_browse,浏览/社交媒体,1.0,10.5,cutoff,0.0655499800852287,26.68565087627183
37,S1b_browse,浏览/社交媒体,1.0,10.444444444444445,soc_min,0.0999766609247009,26.376173750838387
38,S1b_browse,浏览/社交媒体,1.0,8.005555555555556,soc_min,0.0999650135350277,26.799133647129175
39,S1b_browse,浏览/社交媒体,1.0,9.064459752094118,cutoff,0.0581919619841278,26.660448035317756
40,S1b_browse,浏览/社交媒体,1.0,11.008333333333333,cutoff,0.0557044661732301,26.526682483983368
41,S1b_browse,浏览/社交媒体,1.0,10.76798562205,cutoff,0.06183904098138,26.404617333696645
42,S1b_browse,浏览/社交媒体,1.0,10.825,cutoff,0.0434416028643268,26.58428927630171
43,S1b_browse,浏览/社交媒体,1.0,10.4285674040622,cutoff,0.0523629709984403,26.18507598206507
44,S1b_browse,浏览/社交媒体,1.0,7.465277777777778,soc_min,0.0999680190027308,27.260670914830666
45,S1b_browse,浏览/社交媒体,1.0,8.438888888888888,soc_min,0.099926759689213,26.623255110492103
46,S1b_browse,浏览/社交媒体,1.0,8.6875,soc_min,0.0999602682659421,26.887054707105435
47,S1b_browse,浏览/社交媒体,1.0,12.594865016796987,cutoff,0.0585256833317599,25.80132503526128
48,S1b_browse,浏览/社交媒体,1.0,11.4875,soc_min,0.0999854363540841,26.21295092608515
49,S1b_browse,浏览/社交媒体,1.0,11.377777777777778,cutoff,0.058548471011398,26.070539573240616
50,S1b_browse,浏览/社交媒体,1.0,10.410002249555566,cutoff,0.0511384439173015,26.19731538467358
51,S1b_browse,浏览/社交媒体,1.0,9.741666666666667,cutoff,0.0755155426347204,26.779387037841136
52,S1b_browse,浏览/社交媒体,1.0,8.441666666666666,cutoff,0.0644324498350375,27.054721586059312
53,S1b_browse,浏览/社交媒体,1.0,10.343055555555557,cutoff,0.0721245073870739,26.29247691351871
54,S1b_browse,浏览/社交媒体,1.0,9.46527777777778,cutoff,0.0459301487590816,26.480471776654248
55,S1b_browse,浏览/社交媒体,1.0,11.331944444444444,cutoff,0.0730623508878415,26.03458075117332
56,S1b_browse,浏览/社交媒体,1.0,9.859722222222222,cutoff,0.0423102263535344,26.39546582260255
57,S1b_browse,浏览/社交媒体,1.0,9.1625,cutoff,0.0632828713251671,26.96335592710511
58,S1b_browse,浏览/社交媒体,1.0,8.477777777777778,soc_min,0.0999710866372533,26.626337163782377
59,S1b_browse,浏览/社交媒体,1.0,8.641666666666667,cutoff,0.0537940195137476,26.866653434306937
60,S1b_browse,浏览/社交媒体,1.0,12.129166666666666,cutoff,0.0566210330097369,26.09418005283983
61,S1b_browse,浏览/社交媒体,1.0,10.40972222222222,cutoff,0.0732310928135227,26.091687030726906
62,S1b_browse,浏览/社交媒体,1.0,11.770833333333334,cutoff,0.0553080335542492,26.23724937883491
63,S1b_browse,浏览/社交媒体,1.0,8.447222222222223,soc_min,0.0998706686607225,27.00368112869938
64,S1b_browse,浏览/社交媒体,1.0,10.175,cutoff,0.055483020028822,26.47071810286957
65,S1b_browse,浏览/社交媒体,1.0,10.005555555555556,soc_min,0.0998862444116475,26.676519203493804
66,S1b_browse,浏览/社交媒体,1.0,11.681944444444444,soc_min,0.0999763496554273,26.21553173000397
67,S1b_browse,浏览/社交媒体,1.0,10.608333333333333,cutoff,0.0660875377594824,26.349684357041767
68,S1b_browse,浏览/社交媒体,1.0,11.030555555555557,cutoff,0.0629347511986037,26.33470854297806
69,S1b_browse,浏览/社交媒体,1.0,10.9375,cutoff,0.0698865884388589,26.328875402240953
70,S1b_browse,浏览/社交媒体,1.0,9.641666666666667,cutoff,0.0522458152338105,26.508509472515257
71,S1b_browse,浏览/社交媒体,1.0,8.608333333333333,cutoff,0.0461749755419412,27.02023755654068
72,S1b_browse,浏览/社交媒体,1.0,12.459722222222222,soc_min,0.0999073808843273,25.812030295179113
73,S1b_browse,浏览/社交媒体,1.0,10.431944444444444,cutoff,0.0703324637750757,26.20964484039293
74,S1b_browse,浏览/社交媒体,1.0,8.875,soc_min,0.099888650509691,26.760411627956575
75,S1b_browse,浏览/社交媒体,1.0,8.865277777777777,soc_min,0.0998575090416862,26.622058218729094
76,S1b_browse,浏览/社交媒体,1.0,9.702777777777778,cutoff,0.0673174818538458,26.42575871181959
77,S1b_browse,浏览/社交媒体,1.0,8.29908621382649,cutoff,0.0709941229453692,26.998129991350996
78,S1b_browse,浏览/社交媒体,1.0,13.675,soc_min,0.0499627498102656,25.662137629524658
