test_id,duration_s,soc0,temp_c,brightness_nits,cpu_load,gpu_load,gps_on,obs_total_w,obs_screen_w,obs_cpu_w,obs_gpu_w,obs_radio_w,obs_gps_w,obs_background_w,obs_base_w,obs_other_w,pred_base_w,pred_screen_w,pred_cpu_w,pred_gpu_w,pred_radio_w,pred_gps_w,pred_background_w,pred_interaction_w,pred_other_w,pred_total_w
545.0,30.985193972013544,0.69,45.64275,20.0,0.44077746607341484,0.7680311111111111,0.0,2.8836249365003956,0.15535846033254155,1.744137539168646,0.28206330918448136,0.2298831879889153,0.0005075870863024544,0.31510946471100554,0.41950758440221686,0.0,0.3499999999999998,0.1614371827018614,1.27356280576193,0.2858509994448798,0.20097690324812206,0.0,0.45887520666316883,0.15,0.0,2.880703097819963
600.0,30.469546167234277,1.0,31.48975,375.0,0.7540716040044494,0.9086488888888888,0.0,7.44759757019374,0.3176591001255,5.648624706486784,0.41309686058514394,0.11007479246215389,0.0005334280727900227,0.4942735427641385,0.9016591527806102,0.0,0.34999999999999976,0.4319066057011337,2.1787809533379145,0.3381870724710681,0.1927424954180587,0.0,0.45492294828340085,0.3699999999999999,0.0,4.3165400752115755
804.0,29.22526974336862,1.0,42.20572727272727,165.0,0.9215586896551723,0.88149,0.0,6.027998596658768,0.16862087626382305,4.4347016866587685,0.38983318244865717,0.2268979826540284,0.0005684915481832543,0.4824883554423381,0.7362687707424961,0.0,0.3499999999999998,0.2719106089973389,2.6627106891985415,0.3280788940126851,0.19375159380197854,0.0,0.4576988168792197,0.36999999999999994,0.0,4.634150602889764
313.0,33.01423992483365,0.51,45.50271428571428,455.0,0.39637672759856624,0.6853344444444445,0.0,2.152130297767502,0.3694471528105219,0.8778176184285335,0.2610332528294735,0.2300450679149452,0.0004955376416631922,0.23683462560739868,0.35835557652276084,0.0,0.34999999999999976,0.49285746158829385,1.1452732868496551,0.2550723962406057,0.2077579349208388,0.0,0.25378624497442914,0.15,0.0,2.854747324573822
619.0,32.3307019319174,0.91,45.123,345.0,0.5709282246941045,0.8895244444444445,0.0,4.247425814916601,0.4572707629298827,2.598498114889881,0.37089856598343446,0.21705619782434435,0.0005529262796289935,0.4091818250696591,0.531830125646017,0.0,0.34999999999999976,0.40905003474344903,1.6496146189310754,0.3310692077398284,0.19064379876681184,0.0,0.4615988821025191,0.15,0.0,3.541976542283687
148.0,25.05940160739237,0.23,45.8495,270.0,0.4050632538623162,0.35359444444444443,0.0,1.6181348475630857,0.2275991585312655,0.7741681289335759,0.09977952546251737,0.22120326807811563,0.000453748272911988,0.16045984027376753,0.24915850319820304,0.0,0.3499999999999998,0.35190860734923646,1.170371749480555,0.13160316539309935,0.2155224718164451,0.0,0.12099762956800322,0.14999999999999997,0.0,2.4904036236073375
914.0,35.15232826953446,0.94,44.5116,80.0,0.3401920355333086,0.6674944444444444,0.0,1.6777336211642362,0.2903337948991166,0.6512177126992618,0.1938667909564225,0.21261315860716584,0.0004954710648313245,0.19263067035874762,0.2806065560500695,0.0,0.34999999999999976,0.20715032461723132,0.9829357365548723,0.2484325847065138,0.19395578530267685,0.0,0.12071119044543259,0.15000000000000002,0.0,2.253185621626727
256.0,30.112132021182738,0.78,46.44385714285715,410.0,0.4291993281423804,0.6612544444444445,0.0,2.7586747076415485,0.34203102768690447,1.518966539398459,0.21142019890624353,0.23297486051674846,0.0005053139743961553,0.30175465301404486,0.3969029130168199,0.0,0.34999999999999976,0.4585726051517668,1.2401094489914397,0.24611013941656262,0.2092695760302543,0.0,0.46328368246122886,0.14999999999999997,0.0,3.1173454520512522
110.0,29.615550125807825,0.43,45.028,135.0,0.4887072143121987,0.7636188888888888,0.0,2.2970910116816325,0.2164460238854906,1.1867658584080767,0.28724402672327887,0.19848418266432027,0.00048389119188943286,0.24596213653654522,0.34876732966766333,0.0,0.34999999999999976,0.24905403803965398,1.4120488885243394,0.2842088288169603,0.1927344334692159,0.0,0.25590905788535395,0.14999999999999997,0.0,2.893955246735524
168.0,30.644202407260945,0.91,44.9889,455.0,0.3323560315164998,0.6799922222222222,0.0,2.096241342694542,0.5927983972809547,0.6504188787890762,0.24696560882108837,0.2131621863573489,0.0005374581195905623,0.22183355976761646,0.3363755072204877,0.0,0.34999999999999976,0.4928574615882938,0.9602947350751234,0.2530840919396642,0.1865579858380093,0.0,0.25244744500128447,0.14999999999999997,0.0,2.6452417194423754
